datetime,shape,duration (seconds),latitude,longitude 
01/28/10,triangle,20,41.6833333,-86.25
03/25/10,unknown,180,41.6833333,-86.25
08/19/11,sphere,30,41.6833333,-86.25
08/17/12,fireball,600,41.6833333,-86.25
11/21/12,changing,600,41.6833333,-86.25
12/25/12,unknown,40,41.6833333,-86.25
07/13/13,light,300,41.6833333,-86.25
07/29/13,light,120,41.6833333,-86.25
07/31/13,light,120,41.6833333,-86.25
09/07/13,fireball,180,41.6833333,-86.25
02/09/14,diamond,300,41.6833333,-74.8716667
02/11/11,light,5,41.6827778,-88.3513889
01/03/12,sphere,3600,41.6827778,-88.3513889
06/09/12,light,600,41.6827778,-88.3513889
09/28/12,fireball,600,41.6827778,-88.3513889
11/17/12,oval,30,41.6827778,-88.3513889
10/13/13,circle,600,41.6827778,-88.3513889
02/05/12,other,480,41.682276,-71.52565
12/05/13,triangle,180,41.681994,-85.976667
07/03/10,circle,60,41.6819444,-85.9766667
03/19/11,fireball,600,41.6819444,-85.9766667
03/19/11,sphere,1200,41.6819444,-85.9766667
07/27/12,circle,120,41.6819444,-85.9766667
09/09/12,oval,600,41.6819444,-85.9766667
06/07/13,fireball,180,41.6819444,-85.9766667
07/05/13,fireball,40,41.6819444,-85.9766667
07/15/10,light,1,41.6805556,-70.9083333
02/14/13,circle,5,41.6802778,-108.785
06/16/13,light,45,41.6797222,-87.4944444
11/28/13,fireball,180,41.6797222,-74.1508333
07/20/13,unknown,600,41.6780556,-73.0113889
09/24/13,light,600,41.6777778,-79.88
04/14/10,fireball,30,41.6763889,-91.5802778
01/05/12,light,1200,41.6763889,-71.9155556
09/24/12,circle,900,41.6763889,-71.9155556
03/20/14,circle,120,41.676355,-86.25199
03/29/14,sphere,180,41.676355,-86.25199
04/11/14,sphere,1200,41.676355,-86.25199
09/26/12,light,120,41.6752778,-85.7061111
07/05/13,circle,300,41.6752778,-85.7061111
02/06/12,,60,41.6744444,-111.8322222
01/15/10,rectangle,30,41.6744444,-72.8586111
09/07/10,light,25,41.6744444,-72.8586111
01/29/11,fireball,3,41.6744444,-72.8586111
06/08/11,circle,240,41.6744444,-72.8586111
02/04/12,fireball,3,41.6744444,-72.8586111
11/04/12,light,1800,41.6738889,-73.0736111
01/14/13,oval,120,41.6738889,-73.0736111
06/14/11,circle,180,41.6736111,-88.0016667
06/28/11,sphere,1800,41.6736111,-88.0016667
10/13/12,oval,2400,41.6736111,-88.0016667
07/03/11,fireball,35,41.6716667,-72.9497222
04/13/12,sphere,3600,41.6716667,-72.9497222
07/06/12,sphere,900,41.6716667,-72.9497222
07/06/12,circle,1800,41.6716667,-72.9497222
08/18/13,fireball,300,41.6716667,-72.9497222
08/30/13,light,120,41.6716667,-72.9497222
08/30/13,light,120,41.6716667,-72.9497222
08/30/13,circle,900,41.6716667,-72.9497222
12/24/13,diamond,180,41.6716667,-72.9497222
03/23/12,teardrop,3,41.6713889,-75.0655556
08/30/10,circle,7200,41.669204,-74.49304
09/07/10,light,3600,41.669204,-74.49304
10/21/11,circle,900,41.6688889,-87.7386111
10/18/12,rectangle,180,41.6688889,-87.7386111
06/30/11,light,300,41.6683333,-74.1030556
03/27/12,triangle,1800,41.6672222,-87.8302778
08/14/12,cone,60,41.6666667,-70.1852778
05/18/13,fireball,120,41.6666667,-70.1852778
04/26/12,other,1800,41.666417,-70.569278
09/02/12,sphere,120,41.666157,-81.339552
07/04/10,fireball,300,41.6661111,-81.3397222
10/28/10,cigar,30,41.6661111,-81.3397222
06/05/12,circle,240,41.6661111,-81.3397222
08/31/13,fireball,240,41.6661111,-81.3397222
03/06/12,light,300,41.6647222,-72.6397222
06/08/13,fireball,300,41.6647222,-72.6397222
06/30/10,triangle,60,41.6638889,-83.5552778
07/04/10,other,20,41.6638889,-83.5552778
09/11/10,triangle,10800,41.6638889,-83.5552778
07/30/11,cylinder,1200,41.6638889,-83.5552778
07/30/11,light,180,41.6638889,-83.5552778
08/29/11,light,900,41.6638889,-83.5552778
02/06/12,light,5,41.6638889,-83.5552778
06/25/12,light,120,41.6638889,-83.5552778
06/30/12,light,1800,41.6638889,-83.5552778
07/13/12,light,3600,41.6638889,-83.5552778
07/20/12,circle,600,41.6638889,-83.5552778
09/04/12,fireball,300,41.6638889,-83.5552778
10/27/12,sphere,2700,41.6638889,-83.5552778
04/26/13,fireball,240,41.6638889,-83.5552778
05/01/13,oval,120,41.6638889,-83.5552778
06/08/13,oval,60,41.6638889,-83.5552778
06/10/13,light,2700,41.6638889,-83.5552778
08/03/13,fireball,600,41.6638889,-83.5552778
08/06/13,light,1800,41.6638889,-83.5552778
08/24/13,light,600,41.6638889,-83.5552778
10/20/13,light,600,41.6638889,-83.5552778
10/24/13,triangle,900,41.6638889,-83.5552778
04/27/13,fireball,180,41.6627778,-88.5369444
04/14/10,unknown,30,41.66246,-92.06652
07/02/10,sphere,90,41.6619444,-86.1586111
07/05/11,light,90,41.6619444,-86.1586111
05/16/12,sphere,300,41.6619444,-86.1586111
05/09/13,triangle,5,41.6619444,-86.1586111
04/27/13,light,45,41.66121,-72.779542
07/17/13,triangle,600,41.661128,-91.530168
05/29/10,changing,30,41.6611111,-91.53
01/06/11,triangle,10,41.6611111,-91.53
03/18/12,fireball,5,41.6611111,-91.53
06/27/12,fireball,300,41.6611111,-91.53
08/07/12,changing,3600,41.6611111,-91.53
03/10/12,cigar,20,41.6611111,-72.78
08/07/12,light,300,41.6611111,-72.78
08/07/12,circle,180,41.6611111,-72.78
09/26/13,light,1500,41.6611111,-72.78
09/15/10,triangle,60,41.6602778,-71.4563889
11/02/10,other,600,41.658495,-71.603533
07/30/11,rectangle,480,41.658445,-70.128629
09/18/11,other,60,41.658445,-70.128629
01/06/13,fireball,600,41.658445,-70.128629
09/01/13,sphere,37800,41.658445,-70.128629
07/30/11,light,300,41.6583333,-70.8166667
09/28/13,light,180,41.6583333,-70.8166667
08/13/11,unknown,600,41.6583333,-70.1291667
11/10/12,circle,60,41.6580556,-90.5844444
12/07/12,light,240,41.6580556,-90.5844444
01/04/13,unknown,900,41.6580556,-90.5844444
06/20/10,circle,300,41.6572222,-87.68
08/25/10,circle,600,41.6572222,-87.68
07/02/12,flash,5,41.6572222,-87.68
10/11/12,circle,45,41.6572222,-87.68
10/24/12,fireball,4,41.6572222,-87.68
08/05/13,circle,420,41.6561111,-70.4166667
08/20/13,sphere,240,41.6561111,-70.4166667
08/23/13,sphere,120,41.6561111,-70.4166667
10/27/13,formation,1320,41.6561111,-70.4166667
09/01/11,light,30,41.655757,-71.603203
01/30/14,circle,60,41.655757,-71.603203
07/23/11,light,1,41.6555556,-74.6897222
03/12/12,oval,120,41.6555556,-74.6897222
08/06/12,fireball,120,41.6527778,-70.2833333
01/06/13,oval,2700,41.6527778,-70.2833333
04/22/10,cigar,300,41.6508333,-73.7633333
08/13/11,circle,600,41.6483333,-70.4816667
08/22/11,sphere,30,41.6483333,-70.4816667
07/04/12,fireball,120,41.6483333,-70.4816667
05/15/13,other,600,41.6483333,-70.4816667
02/01/12,changing,120,41.6475,-88.0894444
08/14/13,fireball,1800,41.6475,-88.0894444
04/08/14,light,120,41.6475,-88.0894444
07/11/11,sphere,3600,41.6469444,-73.5686111
05/27/12,light,900,41.6469444,-73.5686111
06/28/10,sphere,60,41.6458333,-88.6216667
08/05/11,fireball,240,41.6458333,-88.6216667
07/22/12,sphere,900,41.6458333,-70.6188889
09/06/12,unknown,60,41.6458333,-70.6188889
08/11/12,,1800,41.6441667,-93.4644444
08/11/12,triangle,780,41.6441667,-93.4644444
03/23/10,unknown,10,41.6436111,-83.4869444
08/11/10,light,180,41.643086,-88.817858
08/07/10,unknown,300,41.6430556,-89.2277778
04/18/10,light,600,41.6413889,-80.1516667
10/09/10,triangle,1200,41.6413889,-80.1516667
08/12/12,other,600,41.63972,-72.339411
08/12/11,fireball,300,41.638889,-71.05
09/07/13,light,300,41.638889,-71.05
09/17/13,,300,41.638889,-71.05
01/20/14,changing,900,41.638889,-71.05
01/21/14,changing,900,41.638889,-71.05
03/03/11,light,420,41.6388889,-70.9708333
11/17/12,circle,300,41.6388889,-70.9708333
11/26/13,light,2700,41.6386111,-111.9330556
11/06/12,light,5,41.6375,-70.9041667
08/04/13,teardrop,1200,41.6375,-70.9041667
11/06/12,unknown,600,41.6361111,-72.2130556
05/08/11,light,300,41.6361111,-70.9347222
08/19/11,formation,360,41.6361111,-70.9347222
09/02/11,disk,1200,41.6361111,-70.9347222
10/09/11,fireball,1680,41.6361111,-70.9347222
10/09/11,circle,1680,41.6361111,-70.9347222
10/09/11,fireball,600,41.6361111,-70.9347222
10/11/11,circle,1800,41.6361111,-70.9347222
10/28/11,sphere,2400,41.6361111,-70.9347222
07/03/12,light,60,41.6361111,-70.9347222
08/23/13,unknown,300,41.6361111,-70.9347222
10/16/13,light,600,41.6361111,-70.9347222
11/20/13,light,86400,41.6361111,-70.9347222
10/11/12,cigar,7200,41.6347222,-84.9994444
08/05/12,circle,180,41.634487,-71.627166
04/10/14,disk,199,41.6333333,-87.6330556
08/20/12,sphere,3600,41.6330556,-81.4688889
11/04/12,other,300,41.6330556,-81.4688889
07/23/13,cone,1800,41.6313889,-73.3111111
06/08/13,other,600,41.6302778,-87.8538889
07/04/10,fireball,180,41.6269444,-88.2038889
09/04/10,other,120,41.6269444,-88.2038889
10/25/10,triangle,60,41.6269444,-88.2038889
07/29/11,fireball,360,41.6269444,-88.2038889
08/11/11,formation,180,41.6269444,-88.2038889
09/10/11,cigar,60,41.6269444,-88.2038889
11/19/11,triangle,240,41.6269444,-88.2038889
09/03/12,other,420,41.6269444,-88.2038889
02/06/13,circle,300,41.6269444,-88.2038889
02/06/13,circle,300,41.6269444,-88.2038889
02/13/13,circle,240,41.6269444,-88.2038889
05/25/13,triangle,300,41.6269444,-88.2038889
05/05/13,oval,1800,41.6252778,-87.7175
05/24/13,triangle,300,41.6252778,-87.7175
04/16/13,triangle,30,41.6252778,-72.3436111
06/16/13,formation,240,41.6216667,-83.7116667
11/15/13,chevron,120,41.6213889,-72.7461111
03/13/11,triangle,3600,41.6175,-74.0763889
12/04/12,circle,10800,41.6175,-74.0763889
07/30/13,triangle,60,41.6169444,-72.085
08/19/12,unknown,900,41.6155556,-87.0741667
07/23/12,flash,60,41.6144444,-94.0172222
06/24/10,light,120,41.6116667,-93.885
06/12/11,circle,600,41.6116667,-93.885
08/28/11,other,180,41.6116667,-93.885
10/25/13,circle,420,41.6116667,-93.885
07/07/10,teardrop,180,41.611143,-86.722719
06/07/11,sphere,1,41.611143,-86.722719
06/21/11,sphere,90,41.611143,-86.722719
05/22/12,light,78,41.611143,-86.722719
06/21/12,unknown,1,41.611143,-86.722719
07/03/12,circle,90,41.611143,-86.722719
08/14/12,unknown,91,41.611143,-86.722719
09/14/12,flash,420,41.611143,-86.722719
11/14/12,sphere,2,41.611143,-86.722719
10/26/13,circle,120,41.611143,-86.722719
12/12/13,circle,3600,41.611143,-86.722719
02/21/14,circle,30,41.611143,-86.722719
07/27/11,disk,120,41.6105556,-87.0641667
07/09/12,fireball,120,41.6105556,-87.0641667
05/18/13,unknown,120,41.6105556,-87.0641667
03/24/11,unknown,1,41.6105556,-86.7225
04/13/11,cigar,60,41.6105556,-86.7225
04/17/11,oval,1,41.6105556,-86.7225
05/06/11,oval,1,41.6105556,-86.7225
05/16/11,cigar,1,41.6105556,-86.7225
05/23/11,cigar,1,41.6105556,-86.7225
05/23/11,circle,1,41.6105556,-86.7225
06/12/12,egg,1,41.6105556,-86.7225
11/22/12,light,1800,41.6105556,-86.7225
07/15/11,triangle,10,41.6088889,-73.6822222
02/10/14,diamond,120,41.6088889,-73.6822222
12/08/10,light,120,41.6080556,-74.2994444
12/25/12,formation,60,41.6080556,-74.2994444
12/25/12,circle,900,41.6080556,-74.2994444
08/20/13,other,5,41.6080556,-74.2994444
04/03/14,unknown,60,41.6080556,-74.2994444
09/07/10,triangle,8,41.6077778,-122.8391667
09/13/10,triangle,6,41.6077778,-122.8391667
06/16/12,fireball,60,41.6066667,-80.5725
07/15/11,unknown,300,41.6061111,-73.1186111
07/05/13,circle,600,41.6061111,-73.1186111
11/11/10,other,240,41.6055556,-74.1844444
03/25/14,oval,120,41.6055556,-74.1844444
07/04/10,fireball,1800,41.605327,-81.453449
08/19/12,light,180,41.6052778,-81.4536111
09/24/12,other,3600,41.603889,-72.011667
05/23/11,sphere,3600,41.6033333,-98.9258333
07/03/11,circle,60,41.6033333,-80.3055556
05/26/13,light,2,41.6033333,-80.3055556
08/17/13,light,360,41.6033333,-80.3055556
09/02/12,fireball,600,41.603221,-73.087749
07/23/11,oval,60,41.6030556,-93.7238889
09/03/10,other,45,41.6027778,-87.7438889
04/07/12,formation,900,41.6027778,-87.7438889
04/14/13,light,900,41.6027778,-87.7438889
07/13/13,circle,30,41.6027778,-87.7438889
10/23/13,other,12,41.6027778,-87.7438889
03/01/11,rectangle,60,41.6022222,-72.9872222
06/24/12,light,60,41.6022222,-72.9872222
10/12/12,circle,300,41.6022222,-72.9872222
08/28/10,light,600,41.6005556,-93.6088889
10/02/10,diamond,1500,41.6005556,-93.6088889
11/22/10,light,120,41.6005556,-93.6088889
03/14/11,other,30,41.6005556,-93.6088889
03/21/11,light,5,41.6005556,-93.6088889
07/04/11,circle,180,41.6005556,-93.6088889
08/23/11,triangle,15,41.6005556,-93.6088889
08/25/11,egg,7,41.6005556,-93.6088889
09/02/11,unknown,60,41.6005556,-93.6088889
10/11/11,light,90,41.6005556,-93.6088889
05/13/12,light,60,41.6005556,-93.6088889
05/23/12,fireball,60,41.6005556,-93.6088889
06/16/12,circle,35,41.6005556,-93.6088889
06/26/12,light,120,41.6005556,-93.6088889
07/13/12,unknown,600,41.6005556,-93.6088889
07/27/12,fireball,5,41.6005556,-93.6088889
08/05/12,light,12600,41.6005556,-93.6088889
09/08/12,light,180,41.6005556,-93.6088889
11/03/12,fireball,600,41.6005556,-93.6088889
12/08/12,light,2,41.6005556,-93.6088889
12/10/12,circle,180,41.6005556,-93.6088889
12/18/12,light,360,41.6005556,-93.6088889
05/10/13,triangle,300,41.6005556,-93.6088889
06/11/13,light,60,41.6005556,-93.6088889
08/24/13,formation,300,41.6005556,-93.6088889
08/30/13,light,300,41.6005556,-93.6088889
09/21/13,light,600,41.6005556,-93.6088889
10/25/13,triangle,10,41.6005556,-93.6088889
11/15/13,light,300,41.6005556,-93.6088889
11/15/13,light,120,41.6005556,-93.6088889
11/16/13,formation,60,41.6005556,-93.6088889
11/16/13,light,180,41.6005556,-93.6088889
11/17/13,sphere,120,41.6005556,-93.6088889
01/02/14,unknown,7,41.6005556,-93.6088889
03/11/14,disk,33,41.6005556,-93.6088889
03/29/14,chevron,5,41.6005556,-93.6088889
04/01/11,light,2700,41.6,-87.9380556
10/04/13,changing,1500,41.599581,-83.589602
09/01/12,triangle,10,41.596993,-82.710182
04/10/12,light,900,41.5963889,-73.9113889
11/13/12,sphere,600,41.5963889,-72.8780556
11/20/12,sphere,300,41.5963889,-72.8780556
03/27/13,triangle,30,41.5963889,-72.8780556
08/17/11,light,600,41.595,-72.6458333
08/17/11,light,900,41.595,-72.6458333
11/11/11,light,240,41.595,-72.6458333
10/13/12,cylinder,360,41.595,-72.6458333
12/31/12,fireball,300,41.595,-72.6458333
07/04/13,unknown,600,41.595,-72.6458333
09/16/13,unknown,600,41.595,-72.6458333
10/05/11,,300,41.5933333,-73.0858333
11/02/11,unknown,600,41.5933333,-73.0858333
09/21/12,fireball,180,41.5933333,-73.0858333
02/10/14,triangle,180,41.5933333,-73.0858333
10/10/10,circle,180,41.5930556,-81.5269444
07/13/12,circle,300,41.5930556,-81.5269444
11/06/12,light,2,41.5930556,-81.5269444
04/20/13,formation,3600,41.591051,-111.384926
03/05/10,triangle,10800,41.5894444,-88.0577778
03/02/11,sphere,600,41.5894444,-88.0577778
07/04/11,triangle,30,41.5894444,-88.0577778
08/24/12,circle,240,41.5894444,-88.0577778
10/18/12,oval,180,41.5894444,-88.0577778
10/19/12,oval,60,41.5894444,-88.0577778
09/13/10,light,120,41.5875,-109.2022222
08/31/11,light,300,41.5875,-109.2022222
10/31/11,sphere,120,41.5875,-109.2022222
03/12/12,chevron,120,41.5875,-109.2022222
04/21/12,circle,60,41.5875,-109.2022222
08/22/12,sphere,240,41.5875,-109.2022222
08/25/12,light,600,41.5875,-109.2022222
12/07/12,disk,120,41.5875,-109.2022222
04/05/13,other,1200,41.5875,-109.2022222
03/19/11,light,300,41.584444,-71.921111
04/08/12,disk,90,41.584444,-71.921111
03/20/12,triangle,7200,41.5838889,-73.8091667
03/20/12,triangle,3600,41.5838889,-73.8091667
02/22/14,circle,60,41.5838889,-73.8091667
03/10/12,other,120,41.5836111,-72.8927778
08/12/10,circle,300,41.5833333,-87.5
10/23/11,egg,300,41.5833333,-87.5
10/23/12,light,60,41.5833333,-87.5
07/04/13,circle,600,41.5833333,-87.5
06/17/11,light,1,41.5822222,-85.8344444
07/29/11,circle,900,41.5822222,-85.8344444
03/17/12,triangle,1200,41.5822222,-85.8344444
08/03/12,fireball,120,41.5822222,-85.8344444
08/25/13,formation,180,41.5822222,-85.8344444
09/15/13,rectangle,120,41.5822222,-85.8344444
07/03/11,light,120,41.581352,-87.769858
02/18/11,flash,2,41.580556,-71.453889
08/01/13,unknown,30,41.5791667,-73.4961111
05/08/11,diamond,1200,41.5775,-71.5380556
04/18/13,diamond,30,41.5775,-71.5380556
06/29/10,light,3600,41.5769444,-73.4088889
07/19/10,light,37800,41.5769444,-73.4088889
05/28/11,unknown,600,41.5769444,-73.4088889
11/22/12,circle,90,41.5769444,-73.4088889
07/06/13,circle,420,41.5769444,-73.4088889
07/18/13,,10800,41.5769444,-73.4088889
03/15/14,cigar,7200,41.5769444,-73.4088889
11/05/11,other,900,41.5766667,-75.2591667
04/06/13,formation,300,41.5766667,-75.2591667
07/04/10,light,60,41.5758333,-87.1761111
08/26/11,other,1800,41.5758333,-87.1761111
10/23/11,diamond,1200,41.5758333,-87.1761111
06/26/13,diamond,300,41.5758333,-87.1761111
09/25/12,sphere,300,41.5758333,-72.5030556
06/25/10,light,120,41.5755556,-72.3325
11/21/10,unknown,2,41.5755556,-72.3325
04/15/10,circle,60,41.5736111,-87.6463889
07/09/11,circle,45,41.5736111,-84.0052778
09/21/13,fireball,30,41.5736111,-84.0052778
10/09/13,other,3600,41.5736111,-84.0052778
07/04/10,fireball,10800,41.5736111,-75.5022222
09/09/10,light,300,41.5733333,-87.7844444
09/17/10,triangle,900,41.5733333,-87.7844444
04/24/11,rectangle,60,41.5733333,-87.7844444
08/18/11,cylinder,120,41.5733333,-87.7844444
03/17/12,changing,180,41.5733333,-87.7844444
06/02/13,oval,300,41.5733333,-87.7844444
07/04/13,triangle,300,41.5733333,-87.7844444
03/30/14,light,300,41.5733333,-87.7844444
09/07/13,light,2700,41.5727778,-72.6411111
06/12/10,flash,120,41.572546,-71.868335
10/18/11,disk,600,41.5680556,-87.7202778
05/07/13,flash,2,41.5680556,-87.7202778
08/31/13,light,300,41.5666667,-86.5519444
08/25/12,sphere,240,41.5647222,-87.5388889
07/06/11,circle,3600,41.5627778,-83.6538889
03/02/12,sphere,1200,41.5627778,-83.6538889
03/11/12,circle,600,41.5627778,-83.6538889
01/24/14,circle,120,41.5627778,-83.6538889
04/22/14,circle,6,41.5627778,-83.6538889
07/16/10,light,60,41.5622222,-72.6511111
08/20/10,circle,2700,41.5622222,-72.6511111
07/04/11,circle,420,41.5622222,-72.6511111
09/30/11,fireball,900,41.5622222,-72.6511111
10/09/11,fireball,900,41.5622222,-72.6511111
10/10/11,fireball,1200,41.5622222,-72.6511111
07/25/12,sphere,60,41.5622222,-72.6511111
05/27/13,fireball,420,41.5622222,-72.6511111
06/10/11,fireball,10,41.5619444,-73.6030556
01/10/12,triangle,7200,41.5619444,-73.6030556
11/03/12,changing,1800,41.5619444,-73.6030556
01/06/12,other,20,41.5611111,-74.1888889
09/01/13,circle,60,41.560443,-72.163596
07/04/10,triangle,300,41.5580556,-73.0519444
03/01/11,unknown,180,41.5580556,-73.0519444
07/04/11,disk,300,41.5580556,-73.0519444
07/04/11,formation,900,41.5580556,-73.0519444
07/30/11,fireball,600,41.5580556,-73.0519444
10/29/11,unknown,120,41.5580556,-73.0519444
11/24/11,diamond,300,41.5580556,-73.0519444
11/25/11,fireball,900,41.5580556,-73.0519444
05/06/12,disk,900,41.5580556,-73.0519444
10/05/12,unknown,420,41.5580556,-73.0519444
10/08/12,cross,180,41.5580556,-73.0519444
10/13/12,fireball,300,41.5580556,-73.0519444
12/09/12,triangle,90,41.5580556,-73.0519444
06/22/12,cigar,60,41.5572222,-87.6655556
10/22/10,light,30,41.5569444,-83.6272222
06/01/11,circle,180,41.5569444,-83.6272222
11/01/11,other,180,41.5569444,-83.6272222
10/04/12,oval,600,41.5563889,-73.3091667
10/04/12,oval,600,41.5563889,-73.3091667
04/18/14,unknown,20,41.5527778,-81.5102778
09/01/11,light,180,41.5513889,-70.6152778
07/14/12,oval,300,41.5513889,-70.6152778
07/14/13,light,3600,41.5513889,-70.6152778
10/10/11,oval,40,41.55,-71.4666667
03/30/13,unknown,600,41.55,-71.4666667
06/16/12,circle,5,41.5491667,-84.1416667
06/22/13,light,1200,41.5444444,-73.2094444
09/07/13,light,240,41.5444444,-73.2094444
12/04/13,oval,180,41.5444444,-73.2094444
01/14/14,triangle,3600,41.5427778,-87.6847222
08/18/12,rectangle,300,41.539253,-90.581131
10/08/10,unknown,600,41.5386111,-75.9469444
05/30/13,unknown,30,41.5386111,-75.9469444
02/22/14,triangle,45,41.5386111,-75.9469444
07/04/11,other,120,41.5380556,-72.8075
01/03/12,diamond,1800,41.5380556,-72.8075
06/30/12,cylinder,1800,41.5380556,-72.8075
03/22/13,other,15,41.5380556,-72.8075
07/01/13,circle,120,41.5380556,-72.8075
09/04/13,cylinder,420,41.5380556,-72.8075
09/26/13,disk,300,41.5380556,-72.8075
10/02/13,disk,15,41.5380556,-72.8075
11/16/13,fireball,1800,41.5380556,-72.8075
12/13/13,cigar,45,41.5380556,-72.8075
04/28/13,sphere,180,41.5361111,-86.0208333
08/06/12,light,600,41.5355556,-73.8994444
08/06/11,light,60,41.535,-80.8683333
05/02/13,circle,10,41.5322222,-87.255
10/05/10,light,3600,41.5316667,-94.0094444
10/28/11,other,240,41.5308333,-75.5458333
11/03/10,fireball,2700,41.5291667,-120.1722222
10/23/13,light,1200,41.5291667,-120.1722222
10/24/13,light,3600,41.5291667,-120.1722222
06/16/11,sphere,45,41.5286111,-109.4655556
11/14/11,triangle,15,41.5286111,-109.4655556
03/18/12,circle,1800,41.5283333,-87.4236111
11/25/10,light,600,41.5266667,-124.0372222
07/27/13,fireball,60,41.5263889,-70.6736111
07/16/11,fireball,1200,41.5261111,-87.8891667
09/09/11,light,20,41.5261111,-87.8891667
05/26/12,circle,1200,41.5261111,-87.8891667
09/24/13,unknown,1200,41.5261111,-87.8891667
04/12/14,cigar,180,41.5261111,-87.8891667
11/08/10,sphere,900,41.525,-88.0816667
07/03/11,fireball,600,41.525,-88.0816667
08/27/11,triangle,180,41.525,-88.0816667
04/21/12,triangle,300,41.525,-88.0816667
06/09/12,fireball,60,41.525,-88.0816667
08/25/12,light,300,41.525,-88.0816667
08/28/12,circle,180,41.525,-88.0816667
11/01/12,formation,300,41.525,-88.0816667
05/04/13,fireball,2400,41.525,-88.0816667
05/12/13,formation,420,41.525,-88.0816667
06/11/10,triangle,90,41.5244444,-90.5155556
07/10/11,fireball,240,41.5244444,-90.5155556
06/19/12,light,45,41.5244444,-90.5155556
07/05/13,circle,120,41.5244444,-90.5155556
09/21/13,circle,1800,41.5244444,-90.5155556
09/25/12,rectangle,25,41.5241667,-72.0763889
04/20/14,rectangle,10,41.5241667,-72.0763889
02/13/10,light,2,41.5236111,-90.5775
07/07/10,changing,10,41.5236111,-90.5775
05/03/11,egg,600,41.5236111,-90.5775
05/16/11,circle,60,41.5236111,-90.5775
05/29/11,triangle,9000,41.5236111,-90.5775
03/05/12,oval,300,41.5236111,-90.5775
03/25/12,changing,14400,41.5236111,-90.5775
06/21/12,fireball,90,41.5236111,-90.5775
07/14/13,fireball,600,41.5236111,-90.5775
08/23/13,sphere,180,41.5236111,-90.5775
09/26/13,light,600,41.5236111,-90.5775
07/16/11,sphere,420,41.5230556,-81.5186111
02/01/10,flash,10800,41.522479,-72.01126
01/18/12,light,10800,41.522479,-72.01126
06/25/13,unknown,300,41.522479,-72.01126
08/21/13,light,45,41.522479,-72.01126
12/20/11,,600,41.52,-88.2016667
07/01/13,other,60,41.52,-88.2016667
10/08/10,circle,30,41.52,-81.5563889
06/28/13,circle,630,41.52,-81.5563889
03/20/13,unknown,300,41.5161111,-95.45
08/16/10,light,60,41.5141667,-74.3838889
04/25/12,triangle,600,41.5141667,-74.3838889
06/11/13,triangle,30,41.512222,-72.903611
08/21/12,circle,60,41.511995,-82.937692
04/18/10,changing,3600,41.5119444,-87.9655556
08/29/11,triangle,900,41.5119444,-87.9655556
10/17/11,disk,180,41.5119444,-87.9655556
07/10/12,sphere,300,41.5119444,-87.9655556
07/13/13,circle,600,41.5119444,-87.9655556
10/09/10,fireball,240,41.5119444,-82.9377778
07/27/11,other,1800,41.5119444,-82.9377778
09/10/11,unknown,1800,41.5119444,-82.9377778
04/08/13,cylinder,1200,41.5119444,-82.9377778
08/03/13,fireball,120,41.5119444,-82.9377778
07/24/12,sphere,45,41.5111111,-80.37
12/30/13,other,600,41.5102778,-112.0147222
04/14/10,circle,38,41.5066667,-90.515
06/20/11,triangle,300,41.5066667,-90.515
08/06/11,fireball,60,41.5066667,-90.515
09/03/12,triangle,60,41.5066667,-90.515
08/03/13,changing,600,41.5066667,-83.1466667
11/28/13,light,15,41.5066667,-83.1466667
07/15/10,unknown,900,41.5061111,-87.6355556
07/04/12,cigar,1800,41.5061111,-87.6355556
07/07/13,circle,180,41.5061111,-87.6355556
02/27/14,circle,8,41.5061111,-87.6355556
07/21/10,fireball,900,41.5052778,-82.0283333
02/21/11,unknown,60,41.5052778,-82.0283333
11/22/12,fireball,420,41.5052778,-82.0283333
06/04/11,triangle,60,41.5047222,-73.97
12/28/11,diamond,40,41.5047222,-73.97
02/25/14,light,20,41.503924,-87.713102
10/16/11,circle,900,41.5038889,-87.7130556
10/25/11,formation,1200,41.5038889,-87.7130556
10/25/11,triangle,1200,41.5038889,-87.7130556
06/19/13,light,4,41.5033333,-94.3183333
12/08/10,changing,300,41.5033333,-74.0108333
02/17/12,triangle,300,41.5033333,-74.0108333
03/27/12,other,1200,41.5033333,-74.0108333
07/30/11,circle,900,41.5022222,-72.9791667
07/29/13,diamond,600,41.5022222,-72.9791667
11/28/13,other,15,41.5022222,-72.9791667
03/15/11,disk,300,41.5008333,-90.4441667
08/08/11,light,180,41.5008333,-90.4441667
07/10/10,circle,420,41.5008333,-83.7183333
12/11/11,sphere,10,41.5002778,-85.8280556
12/11/11,sphere,15,41.5002778,-85.8280556
03/03/10,unknown,900,41.4994444,-81.6955556
03/13/10,oval,90,41.4994444,-81.6955556
04/06/10,fireball,300,41.4994444,-81.6955556
07/04/10,oval,900,41.4994444,-81.6955556
01/12/11,flash,300,41.4994444,-81.6955556
07/04/11,fireball,120,41.4994444,-81.6955556
07/14/11,circle,180,41.4994444,-81.6955556
09/19/11,triangle,5,41.4994444,-81.6955556
10/07/11,fireball,300,41.4994444,-81.6955556
04/11/12,sphere,30,41.4994444,-81.6955556
05/11/12,oval,120,41.4994444,-81.6955556
05/12/12,oval,5,41.4994444,-81.6955556
05/13/12,triangle,420,41.4994444,-81.6955556
07/04/12,teardrop,120,41.4994444,-81.6955556
10/21/12,disk,120,41.4994444,-81.6955556
